row_id,order_id,customer_id,order_date,delivery_date,status,payment_method,currency,price,quantity,total_amount,channel
2414,ORD102414,C43482,2025-07-22,2025-07-30,delivered,paypal,EUR,25.99,1.0,25.99,app
1837,ORD101837,C37401,2024-08-27,2024-08-29,delivered,paypal,EUR,-1.0,4.0,93.16,app
2030,ORD102030,C60020,2024-01-23,2024-01-26,shipped,credit_card,EUR,37.24,2.0,74.48,app
1448,ORD101448,C76531,2025-12-10,2025-12-12,cancelled,paypal,EUR,72.56,2.0,145.12,web
1763,ORD101763,C64159,2025-07-07,2025-07-16,cancelled,paypal,USD,58.36,4.0,233.44,app
610,ORD100610,C85032,2025-01-29,2025-01-31,delivered,credit_card,EUR,15.2,1.0,15.2,web
651,ORD100651,C68732,2024-06-13,2024-06-20,delivered,credit_card,EUR,40.39,5.0,201.95,partner
2015,ORD102015,C38723,2025-08-03,2025-08-10,delivered,cash,USD,23.79,3.0,71.37,web
1325,ORD101325,C26883,2025-10-22,2025-10-23,delivered,credit_card,USD,22.88,4.0,91.52,web
2075,ORD102075,C46733,2025-07-12,2025-07-14,delivered,credit_card,EUR,48.11,2.0,96.22,web
2540,ORD100235,C74750,2024-04-12,2024-04-16,delivered,paypal,EUR,45.36,1.0,45.36,app
746,ORD100746,C57897,2025-07-15,2025-07-19,delivered,credit_card,EUR,10.9,2.0,21.8,app
1334,ORD101334,C58021,2024-04-13,2024-04-19,delivered,paypal,EUR,30.23,5.0,151.15,partner
175,ORD100175,,2025-03-10,2025-03-14,delivered,credit_card,EUR,34.52,1.0,34.52,web
368,ORD100368,C11990,2025-09-20,2025-09-28,processing,paypal,EUR,29.0,4.0,116.0,app
233,ORD100233,C78265,2024-06-05,2024-06-10,delivered,credit_card,EUR,14.35,1.0,14.35,app
2193,ORD102193,C29696,2025-09-22,2025-09-28,cancelled,credit_card,EUR,57.55,1.0,57.55,partner
1263,ORD101263,C84031,2025-04-10,2025-04-12,delivered,paypal,EUR,44.3,2.0,88.6,web
1876,ORD101876,C30961,2024-08-19,2024-08-23,shipped,credit_card,USD,38.21,3.0,114.63,web
1288,ORD101288,C19170,2025-12-14,2025-12-19,delivered,credit_card,EUR,43.89,4.0,175.56,app
1127,ORD101127,C67382,2024-06-22,2024-07-01,shipped,credit_card,USD,22.22,2.0,44.44,web
1377,ORD101377,C77675,2024-06-28,2024-07-01,processing,cash,EUR,15.04,2.0,30.08,web
857,ORD100857,C15150,2025-10-02,2025-10-08,delivered,credit_card,EUR,48.57,1.0,48.57,app
2176,ORD102176,C19471,2025-02-10,2025-02-11,delivered,credit_card,EUR,29.79,4.0,119.16,web
2510,ORD102265,C18567,2024-04-20,2024-04-29,delivered,credit_card,EUR,10.57,4.0,42.28,web
1755,ORD101755,C38721,2024-08-27,2024-08-30,delivered,credit_card,EUR,51.55,2.0,103.1,app
889,ORD100889,C34368,2025-05-10,2025-05-11,delivered,credit_card,EUR,38.53,3.0,115.59,web
1000,ORD101000,C82746,2024-02-14,2024-02-23,delivered,credit_card,EUR,35.67,1.0,35.67,web
2209,ORD102209,C22449,2024-11-07,2024-11-11,delivered,paypal,EUR,12.26,3.0,36.78,app
196,ORD100196,C40832,2024-04-03,2024-04-08,cancelled,credit_card,EUR,26.57,1.0,26.57,web
1337,ORD101337,C36672,2025-03-14,2025-03-22,delivered,credit_card,EUR,40.92,3.0,122.76,web
422,ORD100422,,2024-03-31,2024-04-07,delivered,paypal,USD,115.34,3.0,346.02,web
1488,ORD101488,C19998,2024-10-30,2024-11-07,processing,credit_card,EUR,25.57,1.0,25.57,web
1113,ORD101113,C36285,2024-02-24,2024-03-02,cancelled,cash,EUR,42.83,5.0,214.15,web
2487,ORD102487,C14974,2025-11-05,2025-11-10,delivered,credit_card,USD,22.77,1.0,22.77,web
93,ORD100093,C44872,2024-03-10,2024-03-16,delivered,credit_card,USD,31.2,4.0,124.8,app
1710,ORD101710,C40837,2024-04-20,2024-04-22,shipped,card,USD,119.49,4.0,477.96,web
1338,ORD101338,C79775,2025-12-02,2025-12-10,shipped,credit_card,EUR,28.2,1.0,28.2,web
1514,ORD101514,C32217,2024-07-25,2024-07-26,delivered,credit_card,USD,18.37,4.0,73.48,web
211,ORD100211,C74519,2024-01-18,2024-01-27,delivered,credit_card,EUR,15.79,1.0,15.79,web
134,ORD100134,C81541,2024-03-01,2024-03-07,delivered,cash,EUR,35.89,,107.67,web
1463,ORD101463,C14586,2024-10-03,2024-10-11,delivered,credit_card,EUR,-1.0,4.0,38.52,app
1702,ORD101702,C71377,2024-09-08,2024-09-13,delivered,cash,EUR,69.86,5.0,349.3,app
2512,ORD100349,C24814,2024-09-21,2024-09-28,delivered,credit_card,EUR,92.26,5.0,461.3,web
1963,ORD101963,C83646,2025-04-24,2025-05-01,processing,credit_card,EUR,22.28,1.0,22.28,web
173,ORD100173,C75011,2024-05-17,2024-05-24,delivered,credit_card,EUR,15.45,5.0,77.25,web
1423,ORD101423,C70713,2024-11-01,2024-11-04,processing,paypal,EUR,16.85,2.0,33.7,web
1803,ORD101803,C33349,2024-01-25,2024-01-27,delivered,credit_card,EUR,18.29,1.0,18.29,web
741,ORD100741,C78627,2024-06-01,2024-06-02,delivered,paypal,USD,22.8,3.0,68.4,app
1669,ORD101669,C75318,2025-05-08,2025-05-15,delivered,paypal,EUR,44.43,1.0,44.43,app
1165,ORD101165,C19448,2024-11-25,2024-11-29,delivered,paypal,EUR,31.25,1.0,31.25,web
1846,ORD101846,C46229,2024-02-06,2024-02-15,shipped,credit_card,EUR,31.59,5.0,157.95,web
2432,ORD102432,C24624,2025-10-19,2025-10-23,shipped,paypal,EUR,30.62,4.0,122.48,app
2011,ORD102011,C45363,2025-01-16,2025-01-17,delivered,cash,EUR,58.33,4.0,233.32,partner
2330,ORD102330,C15864,2024-09-11,2024-09-19,delivered,credit_card,EUR,20.33,1.0,20.33,partner
532,ORD100532,C24027,2025-02-15,2025-02-16,delivered,credit_card,EUR,56.23,5.0,281.15,web
170,ORD100170,C19552,2025-08-01,2025-08-03,shipped,paypal,USD,14.47,3.0,43.41,app
911,ORD100911,C26517,2025-12-22,2025-12-29,delivered,credit_card,EUR,24.87,2.0,49.74,web
2142,ORD102142,C96619,2025-11-27,2025-11-30,delivered,paypal,USD,28.89,5.0,144.45,web
210,ORD100210,C33502,2024-02-18,2024-02-27,processing,credit_card,EUR,17.82,1.0,17.82,web
478,ORD100478,C69719,2024-07-25,2024-08-02,shipped,credit_card,USD,28.8,3.0,86.4,web
862,ORD100862,C20820,2024-02-03,2024-02-07,delivered,paypal,EUR,14.46,4.0,57.84,app
798,ORD100798,C38384,2025-01-28,2025-01-30,delivered,paypal,EUR,71.61,0.0,358.05,web
1938,ORD101938,C96381,2024-09-08,2024-09-11,delivered,credit_card,EUR,21.51,1.0,21.51,app
678,ORD100678,C57089,2024-06-06,2024-06-14,delivered,paypal,EUR,20.86,1.0,20.86,partner
829,ORD100829,C12609,2025-11-01,2025-11-10,delivered,paypal,EUR,37.39,5.0,186.95,partner
2100,ORD102100,C92188,2025-12-23,2025-12-29,shipped,credit_card,EUR,25.65,4.0,102.6,web
1512,ORD101512,C76954,2025-05-19,2025-05-20,processing,credit_card,USD,24.64,1.0,24.64,app
2485,ORD102485,C42467,2024-02-07,2024-02-15,delivered,paypal,USD,19.36,4.0,77.44,app
221,ORD100221,C51019,2025-05-03,2025-05-12,cancelled,credit_card,USD,37.06,5.0,185.3,app
507,ORD100507,C32305,2024-11-06,2024-11-13,delivered,credit_card,USD,73.09,1.0,73.09,app
2270,ORD102270,C38841,2024-08-04,2024-08-07,shipped,cash,EUR,34.07,5.0,170.35,web
1190,ORD101190,C47396,2024-10-20,2024-10-23,delivered,paypal,EUR,31.02,2.0,62.04,app
1783,ORD101783,C95939,2024-11-13,2024-11-22,delivered,credit_card,EUR,25.62,3.0,76.86,web
821,ORD100821,C69910,2024-04-28,2024-04-29,delivered,paypal,EUR,12.38,2.0,24.76,web
1177,ORD101177,C27244,2025-07-16,2025-07-18,delivered,credit_card,EUR,30.59,1.0,30.59,app
632,ORD100632,C49050,2025-07-09,2025-07-14,delivered,credit_card,USD,17.59,2.0,35.18,web
168,ORD100168,C40085,2024-02-26,2024-03-03,delivered,credit_card,EUR,44.4,4.0,177.6,app
1196,ORD101196,C74212,2024-08-13,2024-08-21,delivered,paypal,EUR,45.88,3.0,137.64,web
748,ORD100748,C38171,2024-04-12,2024-04-20,cancelled,cash,EUR,34.78,4.0,139.12,web
2461,ORD102461,C29365,2025-01-04,2025-01-12,delivered,credit_card,EUR,24.41,4.0,97.64,web
1973,ORD101973,C40724,2024-04-09,2024-04-15,delivered,cash,EUR,32.2,5.0,161.0,web
2335,ORD102335,C58504,2025-01-20,2025-01-24,cancelled,cash,EUR,30.44,3.0,91.32,web
787,ORD100787,C71747,2024-05-26,2024-06-03,delivered,paypal,USD,47.44,2.0,94.88,web
1014,ORD101014,C56735,2024-07-11,2024-07-14,processing,credit_card,EUR,13.26,1.0,13.26,web
2063,ORD102063,C74779,2024-05-17,2024-05-18,cancelled,credit_card,EUR,42.42,1.0,42.42,web
1726,ORD101726,C95476,2024-11-24,2024-11-28,shipped,credit_card,USD,50.02,1.0,50.02,web
1418,ORD101418,C87486,2024-02-14,2024-02-20,shipped,cash,USD,22.6,1.0,22.6,web
1477,ORD101477,C45470,2025-12-22,2025-12-23,delivered,credit_card,USD,42.16,2.0,84.32,web
1864,ORD101864,C85167,2025-02-26,2025-02-28,shipped,credit_card,EUR,32.74,1.0,32.74,app
647,ORD100647,C58188,2025-09-03,2025-09-11,shipped,credit_card,EUR,12.69,2.0,25.38,app
111,ORD100111,C80264,2025-11-09,2025-11-11,cancelled,paypal,EUR,83.84,1.0,83.84,web
1968,ORD101968,C85528,2025-10-11,2025-10-20,processing,credit_card,EUR,51.62,1.0,51.62,web
1286,ORD101286,C91702,2024-05-09,2024-05-13,processing,credit_card,EUR,72.77,3.0,218.31,web
2174,ORD102174,C30985,2025-08-31,2025-09-02,shipped,credit_card,EUR,28.54,5.0,142.7,app
670,ORD100670,C95725,2025-04-04,2025-04-08,processing,paypal,USD,23.79,1.0,23.79,partner
296,ORD100296,C86479,2025-09-28,2025-10-01,shipped,cash,EUR,42.29,3.0,126.87,web
1044,ORD101044,C73825,2024-01-28,2024-01-29,delivered,credit_card,EUR,88.17,3.0,264.51,web
2117,ORD102117,C58786,2025-03-13,2025-03-14,delivered,paypal,EUR,33.55,5.0,167.75,app
1662,ORD101662,C26672,2025-02-15,2025-02-23,cancelled,credit_card,EUR,35.43,4.0,141.72,app
1948,ORD101948,C10149,2025-02-06,2025-02-13,delivered,paypal,EUR,77.97,5.0,389.85,web
1640,ORD101640,C74944,2025-06-14,2025-06-21,delivered,credit_card,EUR,31.25,3.0,93.75,app
482,ORD100482,,2025-08-08,2025-08-16,delivered,credit_card,USD,25.07,2.0,50.14,web
801,ORD100801,C37173,2024-07-13,2024-07-16,delivered,paypal,EUR,50.83,5.0,254.15,web
2530,ORD101525,C14263,2024-04-12,2024-04-15,processing,cash,EUR,57.62,1.0,57.62,partner
282,ORD100282,C70400,2025-07-10,2025-07-12,shipped,cash,EUR,27.24,1.0,27.24,partner
1674,ORD101674,C74584,2024-10-19,2024-10-20,shipped,paypal,USD,59.86,1.0,59.86,web
324,ORD100324,C97763,2025-03-28,2025-03-29,processing,credit_card,USD,23.3,2.0,46.6,app
2282,ORD102282,C39136,2024-09-07,2024-09-09,processing,credit_card,EUR,31.62,1.0,31.62,web
321,ORD100321,C19696,2025-08-29,2025-09-06,shipped,paypal,EUR,15.82,2.0,31.64,web
212,ORD100212,C81009,2025-11-18,2025-11-23,delivered,cash,EUR,55.22,4.0,220.88,app
1689,ORD101689,C18466,2025-10-19,2025-10-25,delivered,credit_card,EUR,40.03,4.0,160.12,app
1491,ORD101491,C54054,2025-07-05,2025-07-11,delivered,paypal,EUR,23.26,4.0,93.04,web
923,ORD100923,C23061,2024-10-06,2024-10-15,delivered,credit_card,USD,42.91,5.0,214.55,app
432,ORD100432,C84335,2024-04-28,2024-05-07,delivered,paypal,EUR,50.32,4.0,201.28,web
1004,ORD101004,C21543,2024-01-13,2024-01-20,shipped,credit_card,EUR,29.46,5.0,147.3,web
2506,ORD101935,C24721,2025-11-10,2025-11-17,delivered,paypal,EUR,38.94,4.0,155.76,web
2181,ORD102181,C31620,2024-05-04,2024-05-10,delivered,credit_card,EUR,19.92,3.0,59.76,web
461,ORD100461,C22630,2024-11-04,2024-11-07,processing,credit_card,EUR,59.83,2.0,119.66,web
2220,ORD102220,C95130,2025-02-22,2025-02-28,delivered,credit_card,EUR,25.77,1.0,25.77,web
1255,ORD101255,C17633,2024-08-22,2024-08-24,delivered,cash,EUR,45.98,1.0,45.98,web
1161,ORD101161,C54893,2024-12-08,2024-12-09,processing,credit_card,EUR,36.6,5.0,183.0,web
218,ORD100218,C50231,2025-02-27,2025-03-04,delivered,credit_card,EUR,34.86,2.0,69.72,app
479,ORD100479,C19822,2024-12-13,2024-12-17,cancelled,cash,EUR,15.09,3.0,45.27,web
2392,ORD102392,C65543,2024-02-12,2024-02-20,delivered,credit_card,EUR,32.04,1.0,32.04,web
1174,ORD101174,C10769,2025-04-17,2025-04-23,shipped,credit_card,EUR,35.66,3.0,106.98,web
565,ORD100565,C31306,2025-02-06,2025-02-12,delivered,credit_card,EUR,32.13,3.0,96.39,web
2337,ORD102337,C83727,2024-02-19,2024-02-25,delivered,credit_card,EUR,16.55,4.0,66.2,web
2208,ORD102208,C31106,2025-07-15,2025-07-19,delivered,credit_card,EUR,43.68,1.0,43.68,web
1626,ORD101626,C62002,2024-02-03,2024-02-04,delivered,paypal,EUR,31.39,4.0,125.56,app
1822,ORD101822,C37146,2024-12-04,2024-12-09,shipped,credit_card,EUR,50.32,4.0,201.28,web
1709,ORD101709,C29093,2025-03-19,2025-03-24,delivered,credit_card,EUR,31.86,2.0,63.72,web
1037,ORD101037,C11321,2024-04-06,2024-04-08,delivered,credit_card,USD,26.33,4.0,105.32,web
2495,ORD102495,C28484,2024-06-03,2024-06-11,delivered,paypal,EUR,19.52,1.0,19.52,web
1403,ORD101403,C39023,2024-01-09,2024-01-18,delivered,credit_card,EUR,35.28,2.0,70.56,web
1437,ORD101437,C68762,2024-12-11,2024-12-19,shipped,credit_card,EUR,14.67,5.0,73.35,app
1361,ORD101361,C16044,2025-04-15,2025-04-16,delivered,paypal,EUR,13.08,1.0,13.08,partner
1055,ORD101055,C99590,2024-11-23,2024-11-27,shipped,credit_card,EUR,38.87,2.0,77.74,web
1199,ORD101199,C65831,2025-07-09,2025-07-13,delivered,cash,EUR,21.57,5.0,107.85,app
1405,ORD101405,C23989,2025-07-11,2025-07-20,shipped,paypal,EUR,14.27,1.0,14.27,web
1525,ORD101525,C14263,2024-04-12,2024-04-15,processing,cash,EUR,57.62,1.0,57.62,partner
900,ORD100900,C10394,2025-08-18,2025-08-25,delivered,paypal,EUR,52.04,4.0,208.16,web
2177,ORD102177,C53254,2025-02-19,2025-02-20,delivered,cash,EUR,64.84,,259.36,app
2569,ORD100251,C54458,2024-02-29,2024-03-07,shipped,credit_card,EUR,26.52,1.0,26.52,web
254,ORD100254,C69453,2025-12-25,2025-12-30,cancelled,paypal,EUR,22.81,4.0,91.24,app
564,ORD100564,C90019,2025-05-31,2025-06-03,delivered,cash,USD,45.55,1.0,45.55,app
782,ORD100782,C21046,2025-12-09,2025-12-15,delivered,credit_card,EUR,39.36,5.0,196.8,app
568,ORD100568,C67830,2024-04-18,2024-04-27,shipped,credit_card,EUR,36.79,4.0,147.16,app
51,ORD100051,C27517,2024-08-22,2024-08-29,delivered,credit_card,EUR,24.05,4.0,96.2,web
1351,ORD101351,C45312,2024-02-03,2024-02-08,delivered,cash,EUR,19.11,4.0,76.44,web
662,ORD100662,C13163,2024-04-27,2024-05-01,delivered,credit_card,EUR,29.98,4.0,119.92,web
1935,ORD101935,C24721,2025-11-10,2025-11-17,delivered,paypal,EUR,38.94,4.0,155.76,web
2156,ORD102156,C49848,2024-04-07,2024-04-10,cancelled,cash,EUR,100.54,1.0,100.54,web
840,ORD100840,C36001,2025-01-30,2025-02-01,delivered,credit_card,EUR,28.36,1.0,28.36,web
707,ORD100707,C61518,2025-08-18,2025-08-26,delivered,paypal,EUR,15.46,2.0,30.92,web
259,ORD100259,C62887,2024-11-09,2024-11-16,delivered,credit_card,EUR,20.97,1.0,20.97,web
96,ORD100096,C31559,2024-12-31,2025-01-09,delivered,paypal,EUR,31.78,3.0,95.34,app
251,ORD100251,C54458,2024-02-29,2024-03-07,shipped,credit_card,EUR,26.52,1.0,26.52,web
